Medicine Name,Active Ingredient,Infant (0-1 yr),Child (1-12 yr),Adolescent (12-18 yr),Adult (18-65 yr),Elderly (65+ yr)
Atorvastatin 133,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 134,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 134,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 134,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 134,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 134,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 135,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 135,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 135,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 135,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 135,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 136,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 136,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 136,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 136,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 136,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 137,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 137,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 137,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 137,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 137,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 138,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 138,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 138,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 138,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 138,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 139,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 139,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 139,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 139,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 139,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 140,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 140,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 140,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 140,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 140,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 141,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 141,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 141,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 141,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 141,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 142,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 142,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 142,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 142,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 142,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 143,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 143,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 143,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 143,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 143,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 144,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 144,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 144,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 144,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 144,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 145,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 145,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 145,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 145,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 145,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 146,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 146,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 146,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 146,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 146,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 147,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 147,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 147,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 147,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 147,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 148,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 148,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 148,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 148,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 148,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 149,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 149,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 149,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 149,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 149,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 150,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 150,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 150,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 150,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 150,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 151,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 151,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 151,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 151,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 151,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 152,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 152,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 152,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 152,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 152,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 153,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 153,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 153,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 153,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 153,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 154,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 154,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 154,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 154,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 154,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 155,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 155,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 155,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 155,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 155,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 156,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 156,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 156,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 156,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 156,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 157,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 157,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 157,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 157,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 157,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 158,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 158,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 158,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 158,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 158,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 159,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 159,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 159,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 159,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 159,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 160,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 160,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 160,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 160,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 160,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
Paracetamol 161,Acetaminophen,10 mg/kg every 6 hrs,10-15 mg/kg every 4-6 hrs,500 mg every 6 hrs,500-1000 mg every 4-6 hrs,Reduce dose in liver disease
Ibuprofen 161,Ibuprofen,Not recommended,5-10 mg/kg every 6-8 hrs,200-400 mg every 4-6 hrs,200-600 mg every 4-6 hrs,Avoid in kidney disease
Amoxicillin 161,Amoxicillin,20-40 mg/kg/day divided,20-40 mg/kg/day divided,500 mg every 8 hrs,500-1000 mg every 8 hrs,Adjust in renal impairment
Metformin 161,Metformin,Not recommended,Not recommended,500 mg twice daily,500-1000 mg twice daily,Use with caution in renal impairment
Atorvastatin 161,Atorvastatin,Not recommended,Not recommended,10 mg once daily,10-80 mg once daily,Start at lower dose
